2020-02-22,谣言,normal,腾讯新闻旗下专业事实查证平台,,声称“知网免费赠送论文查重券”的公众号...,知网限时免费赠送论文查重券,1,//jiaozhen-70111.picnjc.qpic.cn/imoCSqX6r1hdB2MjTAC15z?imageView2/2/w/300/h/300,假,//jiaozhen-70111.picnjc.qpic.cn/imoCSqX6r1hdB2MjTAC15z?imageView2/2/w/150/h/90,False,,腾讯新闻旗下专业事实查证平台,//jiaozhen-70111.picnjc.qpic.cn/imoCSqX6r1hdB2MjTAC15z,fake,450bb2cb976c30a7cee819e6aa5df628,论文查重|限时免费|
2020-02-22,有失实,normal,物理博士,,红外线测温的原理，是通过接收物体发射的红外线来检测的...,外出检测体温，最好测手腕！ 红外线测温仪伤害眼睛,1,https://p.qpic.cn/jiaozhen/0/c14723756cd52ba7ac3a6b57e714322c/0?imageView2/2/w/300/h/300,疑,https://p.qpic.cn/jiaozhen/0/c14723756cd52ba7ac3a6b57e714322c/0?imageView2/2/w/150/h/90,False,,物理博士,https://p.qpic.cn/jiaozhen/0/c14723756cd52ba7ac3a6b57e714322c/0,doubt,41fe7dd6d4ebbb06e9e4e3edb79c9e7f,红外线体温计|视力|
2020-02-22,有失实,normal,中国疾控中心研究员 ,,一般情况下，公众外出回家后不需要专门洗头或消毒...,病毒会沾在头发上，每次外出回家都需要洗头,1,https://p.qpic.cn/jiaozhen/0/5ec1907ee526084489a8d28b0eda9858/0?imageView2/2/w/300/h/300,疑,https://p.qpic.cn/jiaozhen/0/5ec1907ee526084489a8d28b0eda9858/0?imageView2/2/w/150/h/90,False,,中国疾控中心研究员 ,https://p.qpic.cn/jiaozhen/0/5ec1907ee526084489a8d28b0eda9858/0,doubt,d2f5c0839c188162383c97f04c5432fc,洗头|新型冠状病毒|
2020-02-22,有失实,normal,冯录召,,目前新冠病毒的主要传播方式仍以飞沫和接触传播为主...,循环使用的地铁票会传播病毒,1,https://p.qpic.cn/jiaozhen/0/2145cb099b0a4fc6107d0495c88a7798/0?imageView2/2/w/300/h/300,疑,https://p.qpic.cn/jiaozhen/0/2145cb099b0a4fc6107d0495c88a7798/0?imageView2/2/w/150/h/90,False,,中国疾控中心研究员 ,https://p.qpic.cn/jiaozhen/0/2145cb099b0a4fc6107d0495c88a7798/0,doubt,cbbd2f933b84dda2dd9996f3cc53b656,地铁票|新型冠状病毒|
2020-02-21,有失实,normal,化学博士，瑞士联邦理工博士后研究员,,二氧化氯在理论上可以杀灭新冠病毒...,使用二氧化氯贴片能预防新型冠状病毒，且无毒无害,1,//jiaozhen-70111.picnjc.qpic.cn/ejoBmBAKMuBTwM4NfHhm7L?imageView2/2/w/300/h/300,疑,//jiaozhen-70111.picnjc.qpic.cn/ejoBmBAKMuBTwM4NfHhm7L?imageView2/2/w/150/h/90,False,,化学博士，瑞士联邦理工博士后研究员,//jiaozhen-70111.picnjc.qpic.cn/ejoBmBAKMuBTwM4NfHhm7L,doubt,66b197835cd4b79c235d95e5d4979849,新型冠状病毒|肺炎|
2020-02-21,尚无定论,normal,腾讯医典,,针灸是一种传统医学中的治疗方式。此前针对针灸到底是否有效...,穴位注射苯酚疗法对新冠肺炎治疗有效,1,https://p.qpic.cn/jiaozhen/0/f328dfe6fbfab4f704f28ce6d5ea2d0a/0?imageView2/2/w/300/h/300,疑,https://p.qpic.cn/jiaozhen/0/f328dfe6fbfab4f704f28ce6d5ea2d0a/0?imageView2/2/w/150/h/90,False,,腾讯旗下专业医学科普平台,https://p.qpic.cn/jiaozhen/0/f328dfe6fbfab4f704f28ce6d5ea2d0a/0,doubt,8658ac436dabd86be6605e47e7bff3c0,针灸|新型冠状病毒|
2020-02-21,谣言,normal,央视新闻,,中国科学院院士周琪表示，目前病毒进入人体都是通过黏膜...,新型冠状病毒能通过皮肤侵入人体,1,//jiaozhen-70111.picnjc.qpic.cn/jSE4AypeFjXdA5Q3KTUA5X?imageView2/2/w/300/h/300,假,//jiaozhen-70111.picnjc.qpic.cn/jSE4AypeFjXdA5Q3KTUA5X?imageView2/2/w/150/h/90,False,,中央电视台新闻中心官方账号,//jiaozhen-70111.picnjc.qpic.cn/jSE4AypeFjXdA5Q3KTUA5X,fake,686cf40bd93e27733190a687caacfa53,新型冠状病毒|皮肤|
2020-02-21,谣言,normal,药理学硕士，知贝儿科药师,,网传的所谓“结束日期”其实是某分析师用数据计算的病毒传播模型预测出...,全国30个省市疫情结束倒计时已正式公布,1,//jiaozhen-70111.picnjc.qpic.cn/3BSQxjJW1PdmwjiTvR6juy?imageView2/2/w/300/h/300,假,//jiaozhen-70111.picnjc.qpic.cn/3BSQxjJW1PdmwjiTvR6juy?imageView2/2/w/150/h/90,False,,药理学硕士，知贝儿科药师,//jiaozhen-70111.picnjc.qpic.cn/3BSQxjJW1PdmwjiTvR6juy,fake,c2321545b762e66dccbecc294947b38b,新型冠状病毒|肺炎|
2020-02-21,有失实,normal,药理学硕士，知贝儿科药师,,已知的情况是...,闻到新冠肺炎患者的屁，就会感染新冠病毒,1,https://p.qpic.cn/jiaozhen/0/5c68e6dcf063785a36a5fd2ee5ca279c/0?imageView2/2/w/300/h/300,疑,https://p.qpic.cn/jiaozhen/0/5c68e6dcf063785a36a5fd2ee5ca279c/0?imageView2/2/w/150/h/90,False,,药理学硕士，知贝儿科药师,https://p.qpic.cn/jiaozhen/0/5c68e6dcf063785a36a5fd2ee5ca279c/0,doubt,17c24997bd6dae6001cbc05d4aab6cc6,新冠肺炎患者|屁|
2020-02-21,谣言,normal,今日话题栏目主编,,网帖“柬埔寨首相洪森确诊新冠病毒”中的洪森就医图片...,柬埔寨首相洪森确诊新冠肺炎,1,//jiaozhen-70111.picnjc.qpic.cn/sfrLMNfMwsASTv8b4NKz5n?imageView2/2/w/300/h/300,假,//jiaozhen-70111.picnjc.qpic.cn/sfrLMNfMwsASTv8b4NKz5n?imageView2/2/w/150/h/90,False,,今日话题栏目主编,//jiaozhen-70111.picnjc.qpic.cn/sfrLMNfMwsASTv8b4NKz5n,fake,41b37e1bf74171083d4bab32849820d7,新冠病毒|肺炎|
2020-02-21,谣言,normal,腾讯旗下专业医学科普平台,,土霉素和磷酸氯喹不是一回事。土霉素的分子式为C22H24N2O9...,土霉素对新型冠状病毒肺炎治疗有效,1,https://p.qpic.cn/jiaozhen/0/9c612c324369abe62d1753fddafbc01d/0?imageView2/2/w/300/h/300,假,https://p.qpic.cn/jiaozhen/0/9c612c324369abe62d1753fddafbc01d/0?imageView2/2/w/150/h/90,False,,腾讯旗下专业医学科普平台,https://p.qpic.cn/jiaozhen/0/9c612c324369abe62d1753fddafbc01d/0,fake,136a1732efcad21e9905751f9cc545df,新型冠状病毒|土霉素|
2020-02-21,谣言,normal,中央网信办违法和不良信息举报中心主办,,疫情会结束，但钟南山院士真的没这么说...,钟南山预测各地解除限制时间,1,https://p.qpic.cn/jiaozhen/0/a511ab5dfcb33f4a9c5a693c3d3a765c/0?imageView2/2/w/300/h/300,假,https://p.qpic.cn/jiaozhen/0/a511ab5dfcb33f4a9c5a693c3d3a765c/0?imageView2/2/w/150/h/90,False,,中央网信办违法和不良信息举报中心主办,https://p.qpic.cn/jiaozhen/0/a511ab5dfcb33f4a9c5a693c3d3a765c/0,fake,6f9438b20e23c25a6cd663ba46927244,钟南山|新型冠状病毒肺炎|
2020-02-21,谣言,normal,红网,,经查证，这是一条电脑合成的焰火视频...,武汉长江大桥燃放烟花驱疫,1,//jiaozhen-70111.picnjc.qpic.cn/75oNz9bWmbdXj7btEs3ZLC?imageView2/2/w/300/h/300,假,//jiaozhen-70111.picnjc.qpic.cn/75oNz9bWmbdXj7btEs3ZLC?imageView2/2/w/150/h/90,False,,湖南省委、省政府重点新闻网站和综合网站,//jiaozhen-70111.picnjc.qpic.cn/75oNz9bWmbdXj7btEs3ZLC,fake,71afd290467995bb114ba5ae654e0090,武汉|烟花|
2020-02-21,谣言,normal,江苏省最大的主流都市报,,现代快报记者向江苏省交通运输厅相关负责人进行了求证，这是“谣言”...,江苏省内所有卡点于2月20日晚全部拆除,1,https://p.qpic.cn/jiaozhen/0/30df0da9df3bf150a75af2106d8c3489/0?imageView2/2/w/300/h/300,假,https://p.qpic.cn/jiaozhen/0/30df0da9df3bf150a75af2106d8c3489/0?imageView2/2/w/150/h/90,False,,江苏省最大的主流都市报,https://p.qpic.cn/jiaozhen/0/30df0da9df3bf150a75af2106d8c3489/0,fake,550c8f0ef2cf0f5666a389326954c1b8,新型冠状病毒|江苏省|
2020-02-21,谣言,normal,中新社旗下时政、财经类新媒体,,国家林草局相关负责人20日向中新社表示...,牛蛙、甲鱼等已被列入禁食名单,1,https://p.qpic.cn/jiaozhen/0/819d7272672d10913254a3e9cd420709/0?imageView2/2/w/300/h/300,假,https://p.qpic.cn/jiaozhen/0/819d7272672d10913254a3e9cd420709/0?imageView2/2/w/150/h/90,False,,中新社旗下时政、财经类新媒体,https://p.qpic.cn/jiaozhen/0/819d7272672d10913254a3e9cd420709/0,fake,8e49115df35a0e6370b50133747821df,野生动物|新型冠状病毒|
2020-02-20,谣言,normal,中央网信办违法和不良信息举报中心主办,,记者向钟南山院士团队核实，这是钟院士以前的查房视频...,视频：钟南山看望林正斌教授，林教授哀求：救救我,1,//jiaozhen-70111.picnjc.qpic.cn/kzw8FrS2aHdkeodJyxMRNe?imageView2/2/w/300/h/300,假,//jiaozhen-70111.picnjc.qpic.cn/kzw8FrS2aHdkeodJyxMRNe?imageView2/2/w/150/h/90,False,,中央网信办违法和不良信息举报中心主办,//jiaozhen-70111.picnjc.qpic.cn/kzw8FrS2aHdkeodJyxMRNe,fake,329d3ec4bc5b673bf8d15337e7f0e7ed,钟南山|林正斌|
2020-02-20,谣言,normal,深圳市委直属的以经济报道为主的大型综合性日报,,记者向深圳市教育局了解到，该“情况汇报”与深圳市并无关系...,深圳的学校将于3月2日起分批开学,1,//jiaozhen-70111.picnjc.qpic.cn/2go2gqq78v5NQJbr9QAiBZ?imageView2/2/w/300/h/300,假,//jiaozhen-70111.picnjc.qpic.cn/2go2gqq78v5NQJbr9QAiBZ?imageView2/2/w/150/h/90,False,,深圳市委直属的以经济报道为主的大型综合性日报,//jiaozhen-70111.picnjc.qpic.cn/2go2gqq78v5NQJbr9QAiBZ,fake,b8ef3aaab3c44982084754b8ffd4c89f,深圳|学校|
2020-02-20,谣言,normal,小央视频,,2月19日，在世卫组织东地中海区域办事处新闻发布会上...,新型冠状病毒是由实验室制造的生物武器,1,//jiaozhen-70111.picnjc.qpic.cn/kFDre7wCJYMhLNVL9u2YCp?imageView2/2/w/300/h/300,假,//jiaozhen-70111.picnjc.qpic.cn/kFDre7wCJYMhLNVL9u2YCp?imageView2/2/w/150/h/90,False,,央视网原创短视频官方账号,//jiaozhen-70111.picnjc.qpic.cn/kFDre7wCJYMhLNVL9u2YCp,fake,afe19f44025454d73a0b904b201630c5,世卫组织|新型冠状病毒|
2020-02-20,分情况,normal,医学博士,,在一个新出现的传染病的初期，确定零号病人的意义很大...,流行性传染病暴发后，找到零号病人至关重要,1,https://p.qpic.cn/jiaozhen/0/8ed1a78538badb92ceee488a46526b88/0?imageView2/2/w/300/h/300,疑,https://p.qpic.cn/jiaozhen/0/8ed1a78538badb92ceee488a46526b88/0?imageView2/2/w/150/h/90,False,,医学博士,https://p.qpic.cn/jiaozhen/0/8ed1a78538badb92ceee488a46526b88/0,doubt,4821f200648f34ba9988f5b1e30f17ec,零号病人|新型冠状病毒|
2020-02-20,谣言,normal,美国普渡大学农业与生物系食品工程专业博士,,首先，没有报道称“自来水中在允许的范围内加大了氯气的注入”...,自来水采用上限标准加氯消毒，用水时最少静置两小时,1,//jiaozhen-70111.picnjc.qpic.cn/qL34sNnjC8pzqSsGuus2AW?imageView2/2/w/300/h/300,假,//jiaozhen-70111.picnjc.qpic.cn/qL34sNnjC8pzqSsGuus2AW?imageView2/2/w/150/h/90,False,,美国普渡大学农业与生物系食品工程专业博士,//jiaozhen-70111.picnjc.qpic.cn/qL34sNnjC8pzqSsGuus2AW,fake,d1055ccaf851ca04e575788f04882337,自来水|氯气|
2020-02-20,谣言,normal,腾讯旗下专业医学科普平台,,蜂毒是由蜜蜂蜇针排出的一种生物毒素...,蜂毒（蜂针和蜂毒注射液治疗）能抑制新型冠状病毒,1,//jiaozhen-70111.picnjc.qpic.cn/jxF7F7yKfXFeqgW4hj9zUj?imageView2/2/w/300/h/300,假,//jiaozhen-70111.picnjc.qpic.cn/jxF7F7yKfXFeqgW4hj9zUj?imageView2/2/w/150/h/90,False,,腾讯旗下专业医学科普平台,//jiaozhen-70111.picnjc.qpic.cn/jxF7F7yKfXFeqgW4hj9zUj,fake,6d4eb2083873aaa55d8ec9a5ebcde709,新型冠状病毒|蜜蜂|
2020-02-20,伪科学,normal,食品与营养信息交流中心科学技术部主任,,买回家的蔬菜应该清洗。科学的做法是，吃前用流水冲洗蔬菜表面就可以...,买回家的蔬菜必须用75%的酒精消毒,1,https://p.qpic.cn/jiaozhen/0/b5aeb06ac25b71371a5554f266a6ab5e/0?imageView2/2/w/300/h/300,假,https://p.qpic.cn/jiaozhen/0/b5aeb06ac25b71371a5554f266a6ab5e/0?imageView2/2/w/150/h/90,False,,食品与营养信息交流中心科学技术部主任,https://p.qpic.cn/jiaozhen/0/b5aeb06ac25b71371a5554f266a6ab5e/0,fake,f9496cffd016f5d3091eb4203be9a8d2,新型冠状病毒|蔬菜|
2020-02-20,有失实,normal,李梦迪,,据腾讯医疗健康声明，日前...,国家发口罩钱了，微信医疗健康每日都能领福利,1,https://p.qpic.cn/jiaozhen/0/6fc9dfe423ddf1374381e55a2aaa4952/0?imageView2/2/w/300/h/300,疑,https://p.qpic.cn/jiaozhen/0/6fc9dfe423ddf1374381e55a2aaa4952/0?imageView2/2/w/150/h/90,False,,较真查证员,https://p.qpic.cn/jiaozhen/0/6fc9dfe423ddf1374381e55a2aaa4952/0,doubt,6a401fb9eadcd7fa8ad896e1b896b6de,健康金|口罩|
2020-02-19,谣言,normal,共青团北京市委机关报,,北京市教委明确表示，“北京大中小学将于3月初开学”是虚假信息...,北京大中小学将于3月初开学,1,https://p.qpic.cn/jiaozhen/0/095a83f40ef67de3aa8dbbf132952753/0?imageView2/2/w/300/h/300,假,https://p.qpic.cn/jiaozhen/0/095a83f40ef67de3aa8dbbf132952753/0?imageView2/2/w/150/h/90,False,,共青团北京市委机关报,https://p.qpic.cn/jiaozhen/0/095a83f40ef67de3aa8dbbf132952753/0,fake,aaaebf61354bf21628f36e4acc391fb7,北京|开学|
2020-02-19,谣言,normal,腾讯新闻旗下专业事实查证平台,,网帖中“28天无新增的摘帽规则”其实是由非典期间“连续20天无新发...,中国要满足28天无新增病例的摘帽规则才能启动复航,1,https://p.qpic.cn/jiaozhen/0/592ab3ea5ee0cfc8433b4b18a43f45ff/0?imageView2/2/w/300/h/300,假,https://p.qpic.cn/jiaozhen/0/592ab3ea5ee0cfc8433b4b18a43f45ff/0?imageView2/2/w/150/h/90,False,,腾讯新闻旗下专业事实查证平台,https://p.qpic.cn/jiaozhen/0/592ab3ea5ee0cfc8433b4b18a43f45ff/0,fake,6924ae034a2c1294a97fa6d0334ae5fd,WHO|新型冠状病毒|
2020-02-19,尚无定论,normal,天津市泰达医院肾内科主任医师,,最近有研究发现，新冠病毒会损伤肾脏和睾丸...,新型冠状病毒损伤肾脏和睾丸，因此会影响生育,1,https://p.qpic.cn/jiaozhen/0/87d37f8f4f40f89dbecec72158443652/0?imageView2/2/w/300/h/300,疑,https://p.qpic.cn/jiaozhen/0/87d37f8f4f40f89dbecec72158443652/0?imageView2/2/w/150/h/90,False,,天津市泰达医院肾内科主任医师,https://p.qpic.cn/jiaozhen/0/87d37f8f4f40f89dbecec72158443652/0,doubt,047d9cbe082d4ef12c6ba7843d678f7c,新型冠状病毒|肾脏|
2020-02-19,谣言,normal,成都传媒集团旗下新媒体平台,,对于上述内容，红星新闻记者向成都市教育局求证了解到...,成都、宁波、福州等地学校将于3月2日开学,1,//jiaozhen-70111.picnjc.qpic.cn/hUaSMXFGJRFnDG9mKwiMg?imageView2/2/w/300/h/300,假,//jiaozhen-70111.picnjc.qpic.cn/hUaSMXFGJRFnDG9mKwiMg?imageView2/2/w/150/h/90,False,,成都传媒集团旗下新媒体平台,//jiaozhen-70111.picnjc.qpic.cn/hUaSMXFGJRFnDG9mKwiMg,fake,4d1088b9327bd6a2514b5d322b6a9417,|
2020-02-19,谣言,normal,广州市疾病预防控制中心,,中国最新研究表明：新型冠状病毒未发生明显的变异...,温州出现新病毒，490例里40%是全新变异的病毒,1,//jiaozhen-70111.picnjc.qpic.cn/8ULCDjRM98nnfVrjGKbybv?imageView2/2/w/300/h/300,假,//jiaozhen-70111.picnjc.qpic.cn/8ULCDjRM98nnfVrjGKbybv?imageView2/2/w/150/h/90,False,,广州市疾病预防控制中心,//jiaozhen-70111.picnjc.qpic.cn/8ULCDjRM98nnfVrjGKbybv,fake,4d7066b59ab6503e8d9d9a7fe9249af2,温州|病毒变异|
2020-02-18,尚无定论,normal,腾讯旗下专业医学科普平台,,在传统医学中，重楼是一种清热寒凉的药材，其主要活性成分为甾体皂苷...,重楼可以抑制新型冠状病毒,1,https://p.qpic.cn/jiaozhen/0/9310a123ae23e1733f9ff7faa6e2c6f1/0?imageView2/2/w/300/h/300,疑,https://p.qpic.cn/jiaozhen/0/9310a123ae23e1733f9ff7faa6e2c6f1/0?imageView2/2/w/150/h/90,False,,腾讯旗下专业医学科普平台,https://p.qpic.cn/jiaozhen/0/9310a123ae23e1733f9ff7faa6e2c6f1/0,doubt,69c7bb4c969afaee23702b4de34a994c,重楼|新型冠状病毒|
2020-02-18,谣言,normal,腾讯旗下专业医学科普平台,,毛桃根指的是五指毛桃。五指毛桃是一种草药，广东地区常用来煲汤...,毛桃根可抗新型冠状病毒,1,https://p.qpic.cn/jiaozhen/0/fd77a3b7ef866a2e72d8913cf2084604/0?imageView2/2/w/300/h/300,假,https://p.qpic.cn/jiaozhen/0/fd77a3b7ef866a2e72d8913cf2084604/0?imageView2/2/w/150/h/90,False,,腾讯旗下专业医学科普平台,https://p.qpic.cn/jiaozhen/0/fd77a3b7ef866a2e72d8913cf2084604/0,fake,69df3a2f3c71a7cda23edd69aaa0bce3,毛桃根|新型冠状病毒|
2020-02-18,分情况,normal,腾讯新闻旗下专业事实查证平台,,关于现金是否销毁，各地政策不同。据新京报报道，疫情防控期间...,疫情期间从医院等地回收的现金将直接被销毁,1,https://p.qpic.cn/jiaozhen/0/bdee6299b9a31a7f958ead6284330e40/0?imageView2/2/w/300/h/300,疑,https://p.qpic.cn/jiaozhen/0/bdee6299b9a31a7f958ead6284330e40/0?imageView2/2/w/150/h/90,False,,腾讯新闻旗下专业事实查证平台,https://p.qpic.cn/jiaozhen/0/bdee6299b9a31a7f958ead6284330e40/0,doubt,b21a4f802b817b962bbdd2f2a911bd89,现金|消毒|
2020-02-18,谣言,normal,美国普渡大学农业与生物系食品工程专业博士,,胡柚只是一种水果而已，喜欢吃的大可以吃...,胡柚能治疗新型冠状病毒肺炎,1,https://p.qpic.cn/jiaozhen/0/56013fabdc1f510a775f087324d83619/0?imageView2/2/w/300/h/300,假,https://p.qpic.cn/jiaozhen/0/56013fabdc1f510a775f087324d83619/0?imageView2/2/w/150/h/90,False,,美国普渡大学农业与生物系食品工程专业博士,https://p.qpic.cn/jiaozhen/0/56013fabdc1f510a775f087324d83619/0,fake,35204cac8454344d1fdeb3d0c63c12a2,胡柚|新型冠状病毒|
2020-02-18,谣言,normal,药理学硕士，知贝儿科药师,,已经感染新冠病毒的轻症患者...,轻症患者手粘唾液触碰眼口鼻会转化为重症,1,//jiaozhen-70111.picnjc.qpic.cn/or72CYREtL9V9TxKAP3Rsi?imageView2/2/w/300/h/300,假,//jiaozhen-70111.picnjc.qpic.cn/or72CYREtL9V9TxKAP3Rsi?imageView2/2/w/150/h/90,False,,药理学硕士，知贝儿科药师,//jiaozhen-70111.picnjc.qpic.cn/or72CYREtL9V9TxKAP3Rsi,fake,42a0437f99346b6dbe2e9ea343815fa0,新型冠状病毒|唾液|
2020-02-18,尚无定论,normal,药理学硕士，知贝儿科药师,,磷酸氯喹最早是一个抗疟原虫的药...,磷酸氯喹是治疗新冠肺炎的特效药,1,//jiaozhen-70111.picnjc.qpic.cn/q8MevhzoVBCRa6XXuEPEps?imageView2/2/w/300/h/300,疑,//jiaozhen-70111.picnjc.qpic.cn/q8MevhzoVBCRa6XXuEPEps?imageView2/2/w/150/h/90,False,,药理学硕士，知贝儿科药师,//jiaozhen-70111.picnjc.qpic.cn/q8MevhzoVBCRa6XXuEPEps,doubt,98ba30a1e2cbc74e540442b73b0251fe,新型冠状病毒|肺炎|
2020-02-17,谣言,normal,美国普渡大学农业与生物系食品工程专业博士,,威士忌加蜂蜜加开水就相当于低度白酒加糖...,威士忌加蜂蜜加开水对抗新冠肺炎有效,1,https://p.qpic.cn/jiaozhen/0/ce972bee161bbe0e1b7d8a2c0a41c41f/0?imageView2/2/w/300/h/300,假,https://p.qpic.cn/jiaozhen/0/ce972bee161bbe0e1b7d8a2c0a41c41f/0?imageView2/2/w/150/h/90,False,,美国普渡大学农业与生物系食品工程专业博士,https://p.qpic.cn/jiaozhen/0/ce972bee161bbe0e1b7d8a2c0a41c41f/0,fake,cf9fbf2e2d0954b2a327d7f6d94c2444,威士忌|蜂蜜|
