'Time','Province','City','Confirmed','Dead','Cured','Severe','Critical'
2020-02-04,上海市,金山,2,0,0,0,0
2020-02-04,上海市,崇明,2,0,0,0,0
2020-02-04,四川省,成都,92,1,8,0,0
2020-02-04,四川省,南充,28,0,0,0,0
2020-02-04,四川省,广安,24,0,1,0,0
2020-02-04,四川省,绵阳,17,0,2,0,0
2020-02-04,四川省,内江,15,0,0,0,0
2020-02-04,四川省,自贡,9,0,0,0,0
2020-02-04,四川省,达州,17,0,1,0,0
2020-02-04,四川省,巴中,15,0,0,0,0
2020-02-04,四川省,攀枝花,11,0,0,0,0
2020-02-04,四川省,德阳,12,0,0,0,0
2020-02-04,四川省,宜宾,7,0,0,0,0
2020-02-04,四川省,泸州,10,0,0,0,0
2020-02-04,四川省,遂宁,5,0,1,0,0
2020-02-04,四川省,雅安,6,0,0,0,0
2020-02-04,四川省,甘孜州,10,0,0,0,0
2020-02-04,四川省,凉山州,7,0,0,0,0
2020-02-04,四川省,广元,6,0,0,0,0
2020-02-04,四川省,乐山,2,0,0,0,0
2020-02-04,四川省,眉山,5,0,1,0,0
2020-02-04,四川省,资阳,2,0,0,0,0
2020-02-04,四川省,阿坝州,1,0,0,0,0
2020-02-04,云南省,昆明,34,0,0,0,0
2020-02-04,云南省,西双版纳州,14,0,0,0,0
2020-02-04,云南省,玉溪,12,0,0,0,0
2020-02-04,云南省,保山,8,0,0,0,0
2020-02-04,云南省,昭通,10,0,0,0,0
2020-02-04,云南省,大理州,7,0,1,0,0
2020-02-04,云南省,丽江,7,0,0,0,0
2020-02-04,云南省,曲靖,10,0,1,0,0
2020-02-04,云南省,红河州,5,0,1,0,0
2020-02-04,云南省,普洱,4,0,0,0,0
2020-02-04,云南省,德宏州,5,0,0,0,0
2020-02-04,云南省,楚雄州,4,0,0,0,0
2020-02-04,云南省,文山州,1,0,0,0,0
2020-02-04,云南省,临沧,1,0,0,0,0
2020-02-04,北京市,东城,6,0,0,0,0
2020-02-04,北京市,西城,29,0,0,0,0
2020-02-04,北京市,朝阳,43,0,0,0,0
2020-02-04,北京市,海淀,45,0,0,0,0
2020-02-04,北京市,丰台,20,0,0,0,0
2020-02-04,北京市,石景山,7,0,0,0,0
2020-02-04,北京市,门头沟,3,0,0,0,0
2020-02-04,北京市,房山,11,0,0,0,0
2020-02-04,北京市,通州,13,0,0,0,0
2020-02-04,北京市,顺义,6,0,0,0,0
2020-02-04,北京市,大兴,29,0,0,0,0
2020-02-04,北京市,昌平,15,0,0,0,0
2020-02-04,北京市,怀柔,4,0,0,0,0
2020-02-04,北京市,延庆,1,0,0,0,0
2020-02-04,北京市,外地来京人员,21,0,0,0,0
2020-02-04,甘肃省,兰州,27,0,0,0,0
2020-02-04,甘肃省,白银,1,0,0,0,0
2020-02-04,甘肃省,临夏州,3,0,0,0,0
2020-02-04,甘肃省,定西,2,0,0,0,0
2020-02-04,甘肃省,张掖,2,0,0,0,0
2020-02-04,甘肃省,陇南,4,0,0,0,0
2020-02-04,甘肃省,金昌,1,0,0,0,0
2020-02-04,甘肃省,天水,10,0,0,0,0
2020-02-04,甘肃省,平凉,1,0,0,0,0
2020-02-04,甘肃省,庆阳,1,0,0,0,0
2020-02-04,甘肃省,甘南,1,0,0,0,0
2020-02-04,贵州省,贵阳,12,0,0,0,0
2020-02-04,贵州省,遵义,9,0,0,0,0
2020-02-04,贵州省,六盘水,9,0,0,0,0
2020-02-04,贵州省,安顺,3,0,0,0,0
2020-02-04,贵州省,毕节,11,0,0,0,0
2020-02-04,贵州省,铜仁,6,0,0,0,0
2020-02-04,贵州省,黔东南州,5,0,0,0,0
2020-02-04,贵州省,黔南州,6,0,0,0,0
2020-02-04,贵州省,黔西南州,3,0,0,0,0
2020-02-04,河南省,郑州,92,0,0,0,0
2020-02-04,河南省,开封,17,0,0,0,0
2020-02-04,河南省,洛阳,17,0,0,0,0
2020-02-04,河南省,平顶山,34,0,0,0,0
2020-02-04,河南省,安阳,35,0,0,0,0
2020-02-04,河南省,鹤壁,10,0,0,0,0
2020-02-04,河南省,新乡,39,0,0,0,0
2020-02-04,河南省,焦作,15,0,0,0,0
2020-02-04,河南省,濮阳,4,0,0,0,0
2020-02-04,河南省,许昌,24,0,0,0,0
2020-02-04,河南省,漯河,24,0,0,0,0
2020-02-04,河南省,三门峡,7,0,0,0,0
2020-02-04,河南省,南阳,107,0,0,0,0
2020-02-04,河南省,商丘,61,0,0,0,0
2020-02-04,河南省,信阳,138,0,0,0,0
2020-02-04,河南省,周口,56,0,0,0,0
2020-02-04,河南省,驻马店,82,0,0,0,0
2020-02-04,河南省,济源示范,2,0,0,0,0
2020-02-04,江苏省,南京,47,0,4,0,0
2020-02-04,江苏省,无锡,26,0,1,0,0
2020-02-04,江苏省,徐州,45,0,0,0,0
2020-02-04,江苏省,常州,24,0,2,0,0
2020-02-04,江苏省,苏州,55,0,3,2,0
2020-02-04,江苏省,南通,25,0,0,1,0
2020-02-04,江苏省,连云港,20,0,1,0,0
2020-02-04,江苏省,淮安,26,0,1,0,0
2020-02-04,江苏省,盐城,15,0,0,0,0
2020-02-04,江苏省,扬州,15,0,0,0,0
2020-02-04,江苏省,镇江,6,0,0,0,0
2020-02-04,江苏省,泰州,26,0,1,0,0
2020-02-04,江苏省,宿迁,11,0,0,0,0
2020-02-04,辽宁省,沈阳,18,0,0,0,0
2020-02-04,辽宁省,大连,13,0,2,0,0
2020-02-04,辽宁省,鞍山,1,0,0,0,0
2020-02-04,辽宁省,本溪,3,0,0,0,0
2020-02-04,辽宁省,丹东,6,0,0,0,0
2020-02-04,辽宁省,锦州,7,0,0,0,0
2020-02-04,辽宁省,营口,1,0,0,0,0
2020-02-04,辽宁省,阜新,7,0,0,0,0
2020-02-04,辽宁省,辽阳,2,0,0,0,0
2020-02-04,辽宁省,铁岭,3,0,0,0,0
2020-02-04,辽宁省,朝阳,6,0,0,0,0
2020-02-04,辽宁省,盘锦,8,0,0,0,0
2020-02-04,辽宁省,葫芦岛,6,0,0,0,0
2020-02-04,青海省,西宁,14,0,0,0,0
2020-02-04,青海省,海北州,3,0,0,0,0
2020-02-04,陕西省,西安,70,0,1,0,1
2020-02-04,陕西省,宝鸡,10,0,0,0,0
2020-02-04,陕西省,咸阳,15,0,0,0,0
2020-02-04,陕西省,铜川,7,0,0,0,0
2020-02-04,陕西省,渭南,9,0,0,0,0
2020-02-04,陕西省,延安,7,0,0,0,0
2020-02-04,陕西省,榆林,1,0,0,0,0
2020-02-04,陕西省,汉中,19,0,0,0,0
2020-02-04,陕西省,安康,19,0,1,0,0
2020-02-04,陕西省,商洛,6,0,0,1,0
2020-02-04,陕西省,杨凌示范,1,0,0,0,0
2020-02-04,陕西省,韩城,1,0,0,0,0
2020-02-04,新疆,乌鲁木齐,12,0,0,4,1
2020-02-04,新疆,伊犁州,9,0,0,2,0
2020-02-04,新疆,吐鲁番,1,0,0,0,0
2020-02-04,新疆,昌吉州,2,0,0,0,0
2020-02-04,新疆,阿克苏地,1,0,0,0,0
2020-02-04,新疆,兵团第六师五家渠,1,0,0,0,0
2020-02-04,新疆,兵团第七师,1,0,0,0,0
2020-02-04,新疆,兵团第八师石河子,1,0,0,0,0
2020-02-04,新疆,兵团第九师,4,0,0,2,1
2020-02-04,浙江省,杭州,141,0,7,12,0
2020-02-04,浙江省,宁波,120,0,4,7,0
2020-02-04,浙江省,温州,364,0,28,22,0
2020-02-04,浙江省,湖州,9,0,1,0,0
2020-02-04,浙江省,嘉兴,27,0,0,2,0
2020-02-04,浙江省,绍兴,30,0,3,7,0
2020-02-04,浙江省,金华,44,0,6,3,0
2020-02-04,浙江省,衢州,15,0,0,2,0
2020-02-04,浙江省,舟山,7,0,2,1,0
2020-02-04,浙江省,台州,122,0,11,7,0
2020-02-04,浙江省,丽水,16,0,1,2,0
2020-02-03,安徽省,合肥,81,0,6,0,0
2020-02-03,安徽省,淮北,11,0,0,0,0
2020-02-03,安徽省,亳州,48,0,0,0,0
2020-02-03,安徽省,宿州,23,0,0,0,0
2020-02-03,安徽省,蚌埠,43,0,0,0,0
2020-02-03,安徽省,阜阳,79,0,0,0,0
2020-02-03,安徽省,淮南,8,0,0,0,0
2020-02-03,安徽省,滁州,11,0,4,0,0
2020-02-03,安徽省,六安,30,0,0,0,0
2020-02-03,安徽省,马鞍山,28,0,0,0,0
2020-02-03,安徽省,芜湖,21,0,0,0,0
2020-02-03,安徽省,宣城,4,0,0,0,0
2020-02-03,安徽省,铜陵,19,0,2,0,0
2020-02-03,安徽省,池州,10,0,2,0,0
2020-02-03,安徽省,安庆,55,0,0,0,0
2020-02-03,安徽省,黄山,9,0,0,0,0
2020-02-03,海南省,海口,14,0,0,0,0
2020-02-03,海南省,三亚,18,0,0,0,0
2020-02-03,海南省,儋州,8,0,0,0,0
2020-02-03,海南省,琼海,6,0,0,0,0
2020-02-03,海南省,万宁,11,0,0,0,0
2020-02-03,海南省,东方,2,0,0,0,0
2020-02-03,海南省,澄迈,3,0,0,0,0
2020-02-03,海南省,临高,4,0,0,0,0
2020-02-03,海南省,陵水,5,0,0,0,0
2020-02-03,海南省,琼中,1,0,0,0,0
2020-02-03,海南省,定安,3,0,0,0,0
2020-02-03,海南省,昌江,3,0,0,0,0
2020-02-03,海南省,乐东,1,0,0,0,0
2020-02-03,海南省,文昌,1,0,0,0,0
2020-02-03,重庆市,万州,56,1,0,5,0
2020-02-03,重庆市,黔江,2,0,0,0,0
2020-02-03,重庆市,涪陵,2,0,0,0,0
2020-02-03,重庆市,渝中,13,0,0,0,0
2020-02-03,重庆市,大渡口,7,0,0,2,0
2020-02-03,重庆市,江北,16,0,0,1,1
2020-02-03,重庆市,沙坪坝,2,0,0,0,0
2020-02-03,重庆市,九龙坡,15,1,0,0,1
2020-02-03,重庆市,南岸,6,0,0,0,0
2020-02-03,重庆市,渝北,12,0,0,1,0
2020-02-03,重庆市,巴南,3,0,0,0,0
2020-02-03,重庆市,长寿,12,0,0,2,0
2020-02-03,重庆市,江津,3,0,0,1,0
2020-02-03,重庆市,合川,9,0,0,0,0
2020-02-03,重庆市,永川,3,0,1,0,0
2020-02-03,重庆市,綦江,5,0,0,1,0
2020-02-03,重庆市,大足,7,0,0,0,0
2020-02-03,重庆市,璧山,8,0,0,2,0
2020-02-03,重庆市,铜梁,7,0,0,0,1
2020-02-03,重庆市,潼南,3,0,0,0,0
2020-02-03,重庆市,荣昌,7,0,0,0,0
2020-02-03,重庆市,开州,18,0,0,1,1
2020-02-03,重庆市,梁平,3,0,0,0,1
2020-02-03,重庆市,武隆,1,0,0,0,0
2020-02-03,重庆市,城口,1,0,0,0,0
2020-02-03,重庆市,丰都,6,0,1,1,0
2020-02-03,重庆市,垫江,12,0,0,1,0
2020-02-03,重庆市,忠,15,0,0,3,1
2020-02-03,重庆市,云阳,18,0,1,0,0
2020-02-03,重庆市,奉节,9,0,0,2,0
2020-02-03,重庆市,巫山,7,0,3,0,0
2020-02-03,重庆市,巫溪,11,0,0,0,0
2020-02-03,重庆市,石柱,12,0,0,0,0
2020-02-03,重庆市,秀山,1,0,1,0,0
2020-02-03,重庆市,彭水,1,0,0,0,0
2020-02-03,重庆市,两江新区,12,0,0,0,0
2020-02-03,重庆市,高新区,1,0,0,0,0
2020-02-03,广东省,深圳,269,0,0,0,0
2020-02-03,广东省,广州,216,0,0,0,0
2020-02-03,广东省,珠海,64,0,0,0,0
2020-02-03,广东省,佛山,46,0,0,0,0
2020-02-03,广东省,东莞,37,0,0,0,0
2020-02-03,广东省,中山,31,0,0,0,0
2020-02-03,广东省,惠州,29,0,0,0,0
2020-02-03,广东省,汕头,18,0,0,0,0
2020-02-03,广东省,湛江,15,0,0,0,0
2020-02-03,广东省,阳江,12,0,0,0,0
2020-02-03,广东省,肇庆,10,0,0,0,0
2020-02-03,广东省,梅州,9,0,0,0,0
2020-02-03,广东省,清远,8,0,0,0,0
2020-02-03,广东省,江门,6,0,0,0,0
2020-02-03,广东省,韶关,6,0,0,0,0
2020-02-03,广东省,揭阳,6,0,0,0,0
2020-02-03,广东省,汕尾,5,0,0,0,0
2020-02-03,广东省,茂名,5,0,0,0,0
2020-02-03,广东省,潮州,4,0,0,0,0
2020-02-03,广东省,河源,1,0,0,0,0
2020-02-03,河北省,石家庄,21,0,0,2,0
2020-02-03,河北省,沧州,20,1,0,1,0
2020-02-03,河北省,邢台,16,0,0,2,0
2020-02-03,河北省,邯郸,14,0,0,1,0
2020-02-03,河北省,保定,13,0,2,0,0
2020-02-03,河北省,廊坊,12,0,1,1,0
2020-02-03,河北省,唐山,11,0,0,1,0
2020-02-03,河北省,张家口,9,0,0,2,0
2020-02-03,河北省,衡水,5,0,0,0,0
2020-02-03,河北省,承德,3,0,0,2,0
2020-02-03,河北省,秦皇岛,2,0,0,0,0
2020-02-03,湖北省,武汉,6384,313,0,0,0
2020-02-03,湖北省,黄石,405,2,0,0,0
2020-02-03,湖北省,十堰,291,0,0,0,0
2020-02-03,湖北省,襄阳,632,1,0,0,0
2020-02-03,湖北省,宜昌,452,3,0,0,0
2020-02-03,湖北省,荆州,613,7,0,0,0
2020-02-03,湖北省,荆门,400,14,0,0,0
2020-02-03,湖北省,鄂州,332,18,0,0,0
2020-02-03,湖北省,孝感,1120,17,0,0,0
2020-02-03,湖北省,黄冈,1422,19,0,0,0
2020-02-03,湖北省,咸宁,348,0,0,0,0
2020-02-03,湖北省,随州,641,6,0,0,0
2020-02-03,湖北省,恩施州,123,0,0,0,0
2020-02-03,湖北省,仙桃,188,3,0,0,0
2020-02-03,湖北省,天门,117,10,0,0,0
2020-02-03,湖北省,潜江,40,1,0,0,0
2020-02-03,湖北省,神农架林区,10,0,0,0,0
2020-02-03,江西省,南昌,121,0,4,0,0
2020-02-03,江西省,九江,78,0,2,0,0
2020-02-03,江西省,新余,59,0,3,0,0
2020-02-03,江西省,宜春,45,0,2,0,0
2020-02-03,江西省,赣州,42,0,1,0,0
2020-02-03,江西省,上饶,50,0,4,0,0
2020-02-03,江西省,抚州,34,0,0,0,0
2020-02-03,江西省,萍乡,20,0,1,0,0
2020-02-03,江西省,吉安,15,0,1,0,0
2020-02-03,江西省,鹰潭,8,0,0,0,0
2020-02-03,江西省,景德镇,4,0,1,0,0
2020-02-03,内蒙古,呼和浩特,4,0,0,0,0
2020-02-03,内蒙古,包头,6,0,0,0,0
2020-02-03,内蒙古,呼伦贝尔,3,0,0,0,0
2020-02-03,内蒙古,兴安盟,1,0,0,0,0
2020-02-03,内蒙古,通辽,1,0,0,0,0
2020-02-03,内蒙古,赤峰,2,0,0,0,0
2020-02-03,内蒙古,锡林郭勒盟,2,0,0,0,0
2020-02-03,内蒙古,乌兰察布,3,0,0,0,0
2020-02-03,内蒙古,鄂尔多斯,9,0,0,0,0
2020-02-03,内蒙古,巴彦淖尔,3,0,0,0,0
2020-02-03,内蒙古,乌海,1,0,0,0,0
2020-02-03,山东省,济南,25,0,0,0,0
2020-02-03,山东省,青岛,29,0,0,0,0
2020-02-03,山东省,淄博,12,0,0,0,0
2020-02-03,山东省,枣庄,16,0,0,0,0
2020-02-03,山东省,烟台,26,0,0,0,0
2020-02-03,山东省,潍坊,13,0,0,0,0
2020-02-03,山东省,济宁,21,0,0,0,0
2020-02-03,山东省,泰安,12,0,0,0,0
2020-02-03,山东省,威海,25,0,0,0,0
2020-02-03,山东省,日照,14,0,0,0,0
2020-02-03,山东省,临沂,27,0,0,0,0
2020-02-03,山东省,德州,19,0,0,0,0
2020-02-03,山东省,聊城,10,0,0,0,0
2020-02-03,山东省,滨州,11,0,0,0,0
2020-02-03,山东省,菏泽,10,0,0,0,0
2020-02-03,山西省,晋中,19,0,0,2,0
2020-02-03,山西省,运城,16,0,1,0,0
2020-02-03,山西省,大同,9,0,0,0,0
2020-02-03,山西省,吕梁,5,0,0,0,0
2020-02-03,山西省,太原,6,0,1,0,0
2020-02-03,山西省,朔州,3,0,0,0,0
2020-02-03,山西省,长治,3,0,0,1,0
2020-02-03,山西省,晋城,7,0,0,1,0
2020-02-03,山西省,忻州,3,0,0,1,0
2020-02-03,山西省,阳泉,2,0,0,0,0
2020-02-03,山西省,临汾,1,0,0,0,0
2020-02-03,天津市,河北,10,0,0,0,0
2020-02-03,天津市,河东,10,0,0,1,0
2020-02-03,天津市,河西,3,0,0,0,0
2020-02-03,天津市,和平,6,0,0,0,0
2020-02-03,天津市,南开,3,0,0,0,0
2020-02-03,天津市,宝坻,11,0,0,1,0
2020-02-03,天津市,东丽,3,0,0,0,0
2020-02-03,天津市,西青,3,0,0,0,0
2020-02-03,天津市,红桥,2,0,1,0,0
2020-02-03,天津市,滨海新区,2,0,0,0,0
2020-02-03,天津市,宁河,4,0,0,0,0
2020-02-03,天津市,其他,6,0,0,0,0
2020-02-03,西藏,待明确地,1,0,0,0,0
2020-02-03,澳门,澳门,9,0,0,0,0
2020-02-03,福建省,福州,53,0,0,0,0
2020-02-03,福建省,厦门,20,0,0,0,0
2020-02-03,福建省,漳州,13,0,0,0,0
2020-02-03,福建省,泉州,35,0,0,0,0
2020-02-03,福建省,三明,11,0,0,0,0
2020-02-03,福建省,莆田,37,0,0,0,0
2020-02-03,福建省,南平,11,0,0,0,0
2020-02-03,福建省,龙岩,2,0,0,0,0
2020-02-03,福建省,宁德,12,0,0,0,0
2020-02-03,广西,南宁,27,0,0,1,0
2020-02-03,广西,柳州,15,0,0,0,0
2020-02-03,广西,桂林,24,0,0,1,1
2020-02-03,广西,梧州,5,0,4,0,0
2020-02-03,广西,北海,27,0,0,0,0
2020-02-03,广西,防城港,11,0,1,5,0
2020-02-03,广西,钦州,3,0,0,0,0
2020-02-03,广西,贵港,5,0,0,0,1
2020-02-03,广西,玉林,8,0,0,0,1
2020-02-03,广西,百色,2,0,0,0,0
2020-02-03,广西,河池,8,0,0,1,1
2020-02-03,广西,贺州,4,0,0,0,0
2020-02-03,黑龙江省,哈尔滨,63,0,2,0,0
2020-02-03,黑龙江省,齐齐哈尔,6,0,0,0,0
2020-02-03,黑龙江省,牡丹江,8,0,0,0,0
2020-02-03,黑龙江省,佳木斯,11,0,0,0,0
2020-02-03,黑龙江省,大庆,11,0,0,0,0
2020-02-03,黑龙江省,鸡西,9,0,0,0,0
2020-02-03,黑龙江省,双鸭山,12,0,0,0,0
2020-02-03,黑龙江省,七台河,8,0,0,0,0
2020-02-03,黑龙江省,鹤岗,2,0,0,0,0
2020-02-03,黑龙江省,黑河,1,0,0,0,0
2020-02-03,黑龙江省,绥化,22,2,0,0,0
2020-02-03,黑龙江省,大兴安岭地,2,0,0,0,0
2020-02-03,湖南省,长沙,148,0,2,17,0
2020-02-03,湖南省,衡阳,35,0,4,2,0
2020-02-03,湖南省,株洲,34,0,1,2,0
2020-02-03,湖南省,湘潭,21,0,3,3,0
2020-02-03,湖南省,邵阳,55,0,1,8,0
2020-02-03,湖南省,岳阳,83,0,0,2,0
2020-02-03,湖南省,常德,50,0,0,3,0
2020-02-03,湖南省,张家界,3,0,0,0,0
2020-02-03,湖南省,益阳,35,0,1,5,0
2020-02-03,湖南省,郴州,22,0,1,0,0
2020-02-03,湖南省,永州,26,0,5,1,0
2020-02-03,湖南省,怀化,35,0,1,6,0
2020-02-03,湖南省,娄底,40,0,2,1,0
2020-02-03,湖南省,湘西自治州,6,0,1,1,0
2020-02-03,吉林省,长春,17,0,1,0,0
2020-02-03,吉林省,吉林,5,0,0,0,0
2020-02-03,吉林省,延边,3,0,0,0,0
2020-02-03,吉林省,辽源,3,0,0,0,0
2020-02-03,吉林省,松原,2,0,0,0,0
2020-02-03,吉林省,通化,1,0,0,0,0
2020-02-03,吉林省,四平,7,0,0,0,0
2020-02-03,吉林省,公主岭,3,0,0,0,0
2020-02-03,宁夏,银川,20,0,0,0,0
2020-02-03,宁夏,石嘴山,1,0,0,0,0
2020-02-03,宁夏,吴忠,7,0,0,0,0
2020-02-03,宁夏,固原,2,0,0,0,0
2020-02-03,宁夏,中卫,3,0,0,0,0
2020-02-03,宁夏,宁东管委会,1,0,0,0,0
2020-02-03,上海市,其他,79,0,0,0,0
2020-02-03,上海市,浦东,40,0,0,0,0
2020-02-03,上海市,静安,9,0,0,0,0
2020-02-03,上海市,闵行,10,0,0,0,0
2020-02-03,上海市,长宁,8,0,0,0,0
2020-02-03,上海市,黄浦,5,0,0,0,0
2020-02-03,上海市,徐汇,11,0,0,0,0
2020-02-03,上海市,虹口,5,0,0,0,0
2020-02-03,上海市,宝山,11,0,0,0,0
2020-02-03,上海市,奉贤,5,0,0,0,0
2020-02-03,上海市,松江,7,0,0,0,0
2020-02-03,上海市,普陀,6,0,0,0,0
2020-02-03,上海市,杨浦,5,0,0,0,0
2020-02-03,上海市,嘉定,3,0,0,0,0
2020-02-03,上海市,青浦,2,0,0,0,0
2020-02-03,上海市,金山,1,0,0,0,0
2020-02-03,上海市,崇明,1,0,0,0,0
2020-02-03,四川省,成都,87,1,1,0,0
2020-02-03,四川省,南充,27,0,0,0,0
2020-02-03,四川省,广安,24,0,1,0,0
2020-02-03,四川省,绵阳,17,0,1,0,0
2020-02-03,四川省,内江,15,0,0,0,0
2020-02-03,四川省,自贡,9,0,0,0,0
2020-02-03,四川省,达州,13,0,1,0,0
2020-02-03,四川省,巴中,12,0,0,0,0
2020-02-03,四川省,攀枝花,10,0,0,0,0
2020-02-03,四川省,德阳,12,0,0,0,0
2020-02-03,四川省,宜宾,7,0,0,0,0
2020-02-03,四川省,泸州,9,0,0,0,0
2020-02-03,四川省,遂宁,5,0,1,0,0
2020-02-03,四川省,雅安,5,0,0,0,0
2020-02-03,四川省,甘孜州,8,0,0,0,0
2020-02-03,四川省,凉山州,6,0,0,0,0
2020-02-03,四川省,广元,6,0,0,0,0
2020-02-03,四川省,乐山,2,0,0,0,0
2020-02-03,四川省,眉山,5,0,0,0,0
2020-02-03,四川省,资阳,2,0,0,0,0
2020-02-03,四川省,阿坝州,1,0,0,0,0
2020-02-03,云南省,昆明,34,0,0,0,0
2020-02-03,云南省,西双版纳州,13,0,0,0,0
2020-02-03,云南省,玉溪,12,0,0,0,0
2020-02-03,云南省,保山,8,0,0,0,0
2020-02-03,云南省,昭通,9,0,0,0,0
2020-02-03,云南省,大理州,7,0,1,0,0
2020-02-03,云南省,丽江,7,0,0,0,0
2020-02-03,云南省,曲靖,8,0,1,0,0
2020-02-03,云南省,红河州,5,0,1,0,0
2020-02-03,云南省,普洱,4,0,0,0,0
2020-02-03,云南省,德宏州,5,0,0,0,0
2020-02-03,云南省,楚雄州,3,0,0,0,0
2020-02-03,云南省,文山州,1,0,0,0,0
2020-02-03,云南省,临沧,1,0,0,0,0
2020-02-03,北京市,东城,2,0,0,0,0
2020-02-03,北京市,西城,28,0,0,0,0
2020-02-03,北京市,朝阳,36,0,0,0,0
2020-02-03,北京市,海淀,45,0,0,0,0
2020-02-03,北京市,丰台,18,0,0,0,0
2020-02-03,北京市,石景山,6,0,0,0,0
2020-02-03,北京市,门头沟,3,0,0,0,0
2020-02-03,北京市,房山,5,0,0,0,0
2020-02-03,北京市,通州,13,0,0,0,0
2020-02-03,北京市,顺义,5,0,0,0,0
2020-02-03,北京市,大兴,29,0,0,0,0
2020-02-03,北京市,昌平,14,0,0,0,0
2020-02-03,北京市,怀柔,3,0,0,0,0
2020-02-03,北京市,延庆,1,0,0,0,0
2020-02-03,北京市,外地来京人员,20,0,0,0,0
2020-02-03,甘肃省,兰州,26,0,0,0,0
2020-02-03,甘肃省,白银,1,0,0,0,0
2020-02-03,甘肃省,临夏州,3,0,0,0,0
2020-02-03,甘肃省,定西,2,0,0,0,0
2020-02-03,甘肃省,张掖,2,0,0,0,0
2020-02-03,甘肃省,陇南,4,0,0,0,0
2020-02-03,甘肃省,金昌,1,0,0,0,0
2020-02-03,甘肃省,天水,10,0,0,0,0
2020-02-03,甘肃省,平凉,1,0,0,0,0
2020-02-03,甘肃省,庆阳,1,0,0,0,0
2020-02-03,甘肃省,甘南,1,0,0,0,0
2020-02-03,贵州省,贵阳,10,0,1,0,0
2020-02-03,贵州省,遵义,9,0,0,0,0
2020-02-03,贵州省,六盘水,9,0,0,0,0
2020-02-03,贵州省,安顺,2,0,0,0,0
2020-02-03,贵州省,毕节,8,0,0,0,0
2020-02-03,贵州省,铜仁,6,0,1,0,0
2020-02-03,贵州省,黔东南州,4,0,0,0,0
2020-02-03,贵州省,黔南州,6,0,0,0,0
2020-02-03,贵州省,黔西南州,2,0,0,0,0
2020-02-03,河南省,郑州,85,0,0,0,0
2020-02-03,河南省,开封,12,0,0,0,0
2020-02-03,河南省,洛阳,12,0,0,0,0
2020-02-03,河南省,平顶山,28,0,0,0,0
2020-02-03,河南省,安阳,33,0,0,0,0
2020-02-03,河南省,鹤壁,10,0,0,0,0
2020-02-03,河南省,新乡,33,0,0,0,0
2020-02-03,河南省,焦作,12,0,0,0,0
2020-02-03,河南省,濮阳,4,0,0,0,0
2020-02-03,河南省,许昌,19,0,0,0,0
2020-02-03,河南省,漯河,23,0,0,0,0
2020-02-03,河南省,三门峡,7,0,0,0,0
2020-02-03,河南省,南阳,99,0,0,0,0
2020-02-03,河南省,商丘,60,0,0,0,0
2020-02-03,河南省,信阳,112,0,0,0,0
2020-02-03,河南省,周口,52,0,0,0,0
2020-02-03,河南省,驻马店,72,0,0,0,0
2020-02-03,河南省,济源示范,2,0,0,0,0
2020-02-03,江苏省,南京,44,0,2,0,0
2020-02-03,江苏省,无锡,25,0,1,0,0
2020-02-03,江苏省,徐州,39,0,0,0,0
2020-02-03,江苏省,常州,19,0,0,0,0
2020-02-03,江苏省,苏州,52,0,3,2,0
2020-02-03,江苏省,南通,22,0,0,0,0
2020-02-03,江苏省,连云港,17,0,1,0,0
2020-02-03,江苏省,淮安,22,0,1,0,0
2020-02-03,江苏省,盐城,15,0,0,0,0
2020-02-03,江苏省,扬州,15,0,0,0,0
2020-02-03,江苏省,镇江,5,0,0,0,0
2020-02-03,江苏省,泰州,23,0,0,0,0
2020-02-03,江苏省,宿迁,10,0,0,0,0
2020-02-03,辽宁省,沈阳,15,0,0,0,0
2020-02-03,辽宁省,大连,12,0,1,0,0
2020-02-03,辽宁省,鞍山,1,0,0,0,0
2020-02-03,辽宁省,本溪,3,0,0,0,0
2020-02-03,辽宁省,丹东,6,0,0,0,0
2020-02-03,辽宁省,锦州,7,0,0,0,0
2020-02-03,辽宁省,营口,1,0,0,0,0
2020-02-03,辽宁省,阜新,5,0,0,0,0
2020-02-03,辽宁省,辽阳,2,0,0,0,0
2020-02-03,辽宁省,铁岭,3,0,0,0,0
2020-02-03,辽宁省,朝阳,6,0,0,0,0
2020-02-03,辽宁省,盘锦,8,0,0,0,0
2020-02-03,辽宁省,葫芦岛,5,0,0,0,0
2020-02-03,青海省,西宁,12,0,0,0,0
2020-02-03,青海省,海北州,3,0,0,0,0
2020-02-03,陕西省,西安,60,0,1,0,1
2020-02-03,陕西省,宝鸡,10,0,0,0,0
2020-02-03,陕西省,咸阳,11,0,0,0,0
2020-02-03,陕西省,铜川,7,0,0,0,0
2020-02-03,陕西省,渭南,6,0,0,0,0
2020-02-03,陕西省,延安,7,0,0,0,0
2020-02-03,陕西省,榆林,1,0,0,0,0
2020-02-03,陕西省,汉中,16,0,0,0,0
2020-02-03,陕西省,安康,17,0,0,0,0
2020-02-03,陕西省,商洛,5,0,0,1,0
2020-02-03,陕西省,杨凌示范,1,0,0,0,0
2020-02-03,陕西省,韩城,1,0,0,0,0
2020-02-03,新疆,乌鲁木齐,12,0,0,4,1
2020-02-03,新疆,伊犁州,7,0,0,2,0
2020-02-03,新疆,吐鲁番,1,0,0,0,0
2020-02-03,新疆,昌吉州,1,0,0,0,0
2020-02-03,新疆,阿克苏地,1,0,0,0,0
